,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords,latitude,longitude,longtitude
466,853,  But friendly efficient air attendants in coach UA992 ,"[0.0, 0.0]",2015-02-23 00:36:21 -0800,New York/New Jersey,0.0,0.5710000000000001,0.429,0.8402,"['friendly', 'efficient', 'air', 'attendant', 'coach']",friendly efficient air attendant coach,0.2875,0.45, staff,42.075346,-73.601633,0.0
467,856, on plane to Newark now I was checked in as Rebecca Levi My bag is under her name too,,2015-02-23 00:03:59 -0800,New York/New Jersey depends on,0.0,0.0,1.0,0.0,"['plane', 'newark', 'checked', 'rebecca', 'levi', 'bag', 'name']",plane newark checked rebecca levi bag name,0.0,0.0, baggage,,,0.0
468,858, aaaand 7 hours Late Flightr wont be catching a flight til 6AMstuck in at airport in a snowstorm with no hotelhows that for patience,,2015-02-22 23:45:54 -0800,,0.099,0.0,0.9009999999999999,-0.29600000000000004,"['aaaand', 'hour', 'late', 'flightr', 'wont', 'catching', 'til', 'amstuck', 'airport', 'snowstorm', 'hotelhows', 'patience']",aaaand hour late flightr wont catching til amstuck airport snowstorm hotelhows patience,0.15,0.75, delay,,,0.0
469,863, you have now lost my bag Never ever flying United again joke,,2015-02-22 23:33:57 -0800,London baby,0.293,0.139,0.568,-0.3468,"['lost', 'bag', 'never', 'ever', 'flying', 'joke']",lost bag never ever flying joke,0.0,0.0, baggage,48.3955294,3.3427924,0.0
470,865, Missed UA1568 connection due 2 mechanical failure UA1543 uplink prob I will lose 400 in clients Mon How can you compensate,,2015-02-22 23:13:41 -0800,"176 Thomas Johnson Drive, #204",0.33899999999999997,0.0,0.6609999999999999,-0.802,"['missed', 'connection', 'due', 'mechanical', 'failure', 'uplink', 'prob', 'lose', 'client', 'mon', 'compensate']",missed connection due mechanical failure uplink prob lose client mon compensate,-0.22083333333333333,0.3375, connection,,,0.0
471,867, so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip No more United,,2015-02-22 23:04:36 -0800,"Portland, OR",0.18,0.133,0.687,-0.0276,"['jacked', 'cousin', 'trip', 'portland', 'cancelled', 'flightled', 'return', 'trip']",jacked cousin trip portland cancelled flightled return trip,0.0,0.0, cancellation,45.5202471,-122.6741949,0.0
472,868, Yes I did  We headed out to deice 5 minutes after I sent it to you  Made it to Austin but am now waiting for the luggage,,2015-02-22 23:01:05 -0800,,0.0,0.07400000000000001,0.9259999999999999,0.2144,"['yes', 'headed', 'deice', 'minute', 'sent', 'made', 'austin', 'waiting', 'luggage']",yes headed deice minute sent made austin waiting luggage,0.0,0.0, delay baggage,,,0.0
473,869, In Ethiopia adopting a child  Need flight home from ADD to GRR Late Flight 227 or very early 228 need to change existing reservation,,2015-02-22 22:58:05 -0800,,0.0,0.0,1.0,0.0,"['ethiopia', 'adopting', 'child', 'need', 'home', 'add', 'grr', 'late', 'early', 'need', 'change', 'existing', 'reservation']",ethiopia adopting child need home add grr late early need change existing reservation,-0.3,0.5666666666666667, delay loyalty_program,,,0.0
474,870, after a Cancelled Flighted flight and 2 delays you lost my luggage AGAIN Youre the WORST Disgraceful Awful company horrible service,,2015-02-22 22:52:01 -0800,,0.528,0.0,0.47200000000000003,-0.9396,"['cancelled', 'flighted', 'delay', 'lost', 'luggage', 'youre', 'worst', 'disgraceful', 'awful', 'company', 'horrible', 'service']",cancelled flighted delay lost luggage youre worst disgraceful awful company horrible service,-1.0,1.0, delay baggage cancellation,,,0.0
475,871, doesnt help the 100 or more passengers that just arrived an hour Late Flight,,2015-02-22 22:50:21 -0800,,0.14800000000000002,0.0,0.852,-0.3089,"['doesnt', 'help', 'passenger', 'arrived', 'hour', 'late']",doesnt help passenger arrived hour late,-0.3,0.6, delay,,,0.0
476,872, 40 minutes on tarmac now Thats after 9 hour delay,,2015-02-22 22:48:08 -0800,,0.223,0.0,0.777,-0.3182,"['minute', 'tarmac', 'thats', 'hour', 'delay']",minute tarmac thats hour delay,0.0,0.0, delay,,,0.0
477,873, I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled ,,2015-02-22 22:45:35 -0800,"Bay Area, CA",0.08800000000000001,0.297,0.615,0.6962,"['glad', 'took', 'care', 'rescheduling', 'ogg', 'cancelled', 'flightled']",glad took care rescheduling ogg cancelled flightled,0.5,1.0, cancellation,37.7884969,-122.3558473,0.0
478,876, One of your workers refused to give me her name as a reference for my notes Her tone amp language was very unprofessional,,2015-02-22 22:41:34 -0800,SD || CA   ,0.225,0.0,0.775,-0.6997,"['one', 'worker', 'refused', 'give', 'name', 'reference', 'note', 'tone', 'language', 'unprofessional']",one worker refused give name reference note tone language unprofessional,0.0,0.0, staff,44.5391738,10.4520729,0.0
479,878, I wanna be grand staff,,2015-02-22 22:40:19 -0800,,0.0,0.5,0.5,0.4588,"['wanna', 'grand', 'staff']",wanna grand staff,0.5,1.0, staff,,,0.0
480,879, SF crew lack a lot of customer service LAX employees are a lot better Wonder why,,2015-02-22 22:40:02 -0800,,0.134,0.16899999999999998,0.698,0.1531,"['sf', 'crew', 'lack', 'lot', 'customer', 'service', 'lax', 'employee', 'lot', 'better', 'wonder']",sf crew lack lot customer service lax employee lot better wonder,0.5,0.5, staff,,,0.0
481,882, your ground crew was inept and left a truck sitting on the Tarmac Didnt have a gate agent once we got a gate,,2015-02-22 22:38:27 -0800,"Vancouver, CA",0.0,0.0,1.0,0.0,"['ground', 'crew', 'inept', 'left', 'truck', 'sitting', 'tarmac', 'didnt', 'gate', 'agent', 'got', 'gate']",ground crew inept left truck sitting tarmac didnt gate agent got gate,0.0,0.0, staff,49.2608724,-123.1139529,0.0
482,884, after 2 days  1 flight Cancelled Flightled another delay for 8 hours united gave me a 7 food voucher Thats how much they value my time,,2015-02-22 22:36:52 -0800,,0.162,0.196,0.642,0.2263,"['day', 'cancelled', 'flightled', 'another', 'delay', 'hour', 'gave', 'food', 'voucher', 'thats', 'much', 'value', 'time']",day cancelled flightled another delay hour gave food voucher thats much value time,0.2,0.2, delay cancellation,,,0.0
483,886, what the hell Flight 746 Delayed since 3 pm finally boarded and now sitting on the tarmac Is this fampampcking plane Ever leaving,,2015-02-22 22:32:50 -0800,,0.245,0.0,0.755,-0.7579,"['hell', 'delayed', 'since', 'finally', 'boarded', 'sitting', 'tarmac', 'fampampcking', 'plane', 'ever', 'leaving']",hell delayed since finally boarded sitting tarmac fampampcking plane ever leaving,0.0,1.0, delay,,,0.0
484,887, Actually the flight was just Cancelled Flightled ,"[0.0, 0.0]",2015-02-22 22:28:42 -0800,"Bay Area, CA",0.25,0.0,0.75,-0.25,"['actually', 'cancelled', 'flightled']",actually cancelled flightled,0.0,0.1, cancellation,37.7884969,-122.3558473,0.0
485,889, thanks for having changed me Managed to arrive with only 8 hours of delay and exhausted,,2015-02-22 22:23:39 -0800,London,0.244,0.147,0.609,-0.2263,"['thanks', 'changed', 'managed', 'arrive', 'hour', 'delay', 'exhausted']",thanks changed managed arrive hour delay exhausted,-0.1,0.45, compliment delay,51.5073219,-0.1276474,0.0
486,891, If you consider 50 mins for bags  1000pm on a Sunday night as fast as they can you should reconsider what you think that means,,2015-02-22 22:21:43 -0800,"Los Angeles, CA",0.0,0.0,1.0,0.0,"['consider', 'min', 'bag', 'sunday', 'night', 'fast', 'reconsider', 'think', 'mean']",consider min bag sunday night fast reconsider think mean,-0.05625,0.64375, baggage,34.0536909,-118.2427666,0.0
487,892, Its the horrible attitude from staff after  not just the delay Not the level of service or respect one expects from United,,2015-02-22 22:18:30 -0800,,0.11900000000000001,0.268,0.613,0.5207,"['horrible', 'attitude', 'staff', 'delay', 'level', 'service', 'respect', 'one', 'expects']",horrible attitude staff delay level service respect one expects,-1.0,1.0, staff delay,,,0.0
488,893, why do you want me to be loyal  if dont let me carry on my bag that easily fits in overhead,,2015-02-22 22:14:09 -0800,"Boston, MA",0.0,0.27399999999999997,0.726,0.7003,"['want', 'loyal', 'dont', 'let', 'carry', 'bag', 'easily', 'fit', 'overhead']",want loyal dont let carry bag easily fit overhead,0.3666666666666667,0.6166666666666667, baggage,42.3602534,-71.0582912,0.0
489,895, On top of that I paid for 1st class and my wife got stuck in coach,,2015-02-22 22:11:31 -0800,,0.11900000000000001,0.107,0.774,-0.0516,"['top', 'paid', 'st', 'class', 'wife', 'got', 'stuck', 'coach']",top paid st class wife got stuck coach,0.5,0.5, delay,,,0.0
490,897, Over the last week United has provided me with the worst customer service experience of my life Disgusting united,,2015-02-22 22:10:04 -0800,St. Louis MO,0.267,0.19899999999999998,0.534,-0.4404,"['last', 'week', 'provided', 'worst', 'customer', 'service', 'experience', 'life', 'disgusting']",last week provided worst customer service experience life disgusting,-0.6666666666666666,0.6888888888888888, staff,38.6268039,-90.1994097,0.0
491,898, 24 hrs since flight landed and ZERO info on my missing bag rough ETA would be hugely helpful  restore some confidence,,2015-02-22 22:07:31 -0800,,0.078,0.316,0.606,0.7698,"['hr', 'since', 'landed', 'zero', 'info', 'missing', 'bag', 'rough', 'eta', 'would', 'hugely', 'helpful', 'restore', 'confidence']",hr since landed zero info missing bag rough eta would hugely helpful restore confidence,0.03333333333333335,0.45, baggage,,,0.0
492,899, big surprise nogate waiting for our plane Same fucken issues everything I fly you fail worstairlineever,,2015-02-22 22:02:27 -0800,Los Angeles ,0.188,0.113,0.6990000000000001,-0.34,"['big', 'surprise', 'nogate', 'waiting', 'plane', 'fucken', 'issue', 'everything', 'fly', 'fail', 'worstairlineever']",big surprise nogate waiting plane fucken issue everything fly fail worstairlineever,0.10000000000000002,0.4333333333333333, delay,34.0536909,-118.2427666,0.0
493,900, Not to belabor my pointbut shouldnt I be able to put a laptop bag above my seat  Why is it announced to leave it for rollers Thx,,2015-02-22 22:01:40 -0800,,0.045,0.094,0.861,0.3182,"['belabor', 'pointbut', 'shouldnt', 'able', 'put', 'laptop', 'bag', 'seat', 'announced', 'leave', 'roller', 'thx']",belabor pointbut shouldnt able put laptop bag seat announced leave roller thx,0.5,0.625, compliment baggage,,,0.0
494,902, I just checked my united app and the most valuable use of this app has been removed I can no longer see the status of my equipment,,2015-02-22 21:59:17 -0800,,0.07200000000000001,0.204,0.7240000000000001,0.6115,"['checked', 'app', 'valuable', 'use', 'app', 'removed', 'longer', 'see', 'status', 'equipment']",checked app valuable use app removed longer see status equipment,0.0,0.0, online,,,0.0
495,903, even after running to gate from your connecting flight your customer service not let us in the plane that was just parked Stranded,,2015-02-22 21:46:21 -0800,EP TX,0.0,0.0,1.0,0.0,"['even', 'running', 'gate', 'connecting', 'customer', 'service', 'let', 'u', 'plane', 'parked', 'stranded']",even running gate connecting customer service let u plane parked stranded,0.0,0.0, staff,32.8804992,-97.0306542,0.0
496,904, Im desperately trying to understand how my girlfriend is being treated with this Cancelled Flightleddelayed flight  unacceptable ORD,,2015-02-22 21:42:41 -0800,Grand Rapids,0.344,0.0,0.6559999999999999,-0.7814,"['desperately', 'trying', 'understand', 'girlfriend', 'treated', 'cancelled', 'flightleddelayed', 'unacceptable', 'ord']",desperately trying understand girlfriend treated cancelled flightleddelayed unacceptable ord,-0.6,1.0, cancellation,42.9632405,-85.6678639,0.0
497,906, Why announce it is for rollers at all If I want to put a coat in there isnt that my choice  How about all gate checked Thx,,2015-02-22 21:29:22 -0800,,0.0,0.142,0.858,0.4215,"['announce', 'roller', 'want', 'put', 'coat', 'isnt', 'choice', 'gate', 'checked', 'thx']",announce roller want put coat isnt choice gate checked thx,0.0,0.0, compliment,,,0.0
498,908,  bags left behind because plane overweight be great if knew as soon as we landed instead letting us wait 45 minutes with no info,,2015-02-22 21:27:15 -0800,,0.158,0.138,0.705,0.1027,"['bag', 'left', 'behind', 'plane', 'overweight', 'great', 'knew', 'soon', 'landed', 'instead', 'letting', 'u', 'wait', 'minute', 'info']",bag left behind plane overweight great knew soon landed instead letting u wait minute info,0.13333333333333333,0.4833333333333333, delay baggage,,,0.0
499,910, was a sponsor of the oscars No wonder it was a half hour delayed Oscars,,2015-02-22 21:10:52 -0800,"Buffalo, Ny",0.272,0.0,0.728,-0.4767,"['sponsor', 'oscar', 'wonder', 'half', 'hour', 'delayed', 'oscar']",sponsor oscar wonder half hour delayed oscar,-0.16666666666666666,0.16666666666666666, delay,42.8867166,-78.8783922,0.0
500,911, Worked like a charm Bag was waiting on the carousel when we got to baggage claim welldone goodflight friendlysky,,2015-02-22 21:10:12 -0800,Canada,0.0,0.245,0.755,0.6369,"['worked', 'like', 'charm', 'bag', 'waiting', 'carousel', 'got', 'baggage', 'claim', 'welldone', 'goodflight', 'friendlysky']",worked like charm bag waiting carousel got baggage claim welldone goodflight friendlysky,0.0,0.0, delay baggage refund,61.0666922,-107.9917071,0.0
501,912, will lose my bag but wont give me free pretzels frauds,,2015-02-22 21:09:51 -0800,,0.552,0.0,0.44799999999999995,-0.8706,"['lose', 'bag', 'wont', 'give', 'free', 'pretzel', 'fraud']",lose bag wont give free pretzel fraud,0.4,0.8, baggage,,,0.0
502,913, you are trying to charge me 150 bucks because you lowered your award tickets and I want to get my hard earn points back total BS,,2015-02-22 21:05:57 -0800,Chicago,0.10099999999999999,0.16699999999999998,0.732,0.4404,"['trying', 'charge', 'buck', 'lowered', 'award', 'ticket', 'want', 'get', 'hard', 'earn', 'point', 'back', 'total', 'b']",trying charge buck lowered award ticket want get hard earn point back total b,-0.09722222222222222,0.4305555555555555, ticketing_billing,41.8755616,-87.6244212,0.0
503,918, customer service is the WORST hanging up on customers intentionally after one hour on hold,,2015-02-22 21:03:39 -0800,,0.257,0.0,0.743,-0.7034,"['customer', 'service', 'worst', 'hanging', 'customer', 'intentionally', 'one', 'hour', 'hold']",customer service worst hanging customer intentionally one hour hold,-1.0,1.0, staff,,,0.0
504,925, you advertise the flight and its still on you website and still cant be book spent over 2 hours with united support,,2015-02-22 21:02:15 -0800,H-town,0.0,0.22399999999999998,0.7759999999999999,0.6705,"['advertise', 'still', 'website', 'still', 'cant', 'book', 'spent', 'hour', 'support']",advertise still website still cant book spent hour support,-0.1,0.1, online,5.6536324,-9.7020666,0.0
505,931, Flight 472 from ORD couldnt let me know about this Found out via app minutes before landing Awful flight ,,2015-02-22 20:54:37 -0800,"52.315477,4.995852",0.14300000000000002,0.0,0.857,-0.4588,"['ord', 'couldnt', 'let', 'know', 'found', 'via', 'app', 'minute', 'landing', 'awful']",ord couldnt let know found via app minute landing awful,-1.0,1.0, online,52.3153906,4.9957126,0.0
506,933, A very disappointing experience  plane mech delay and next one didnt wait No sincere apology just told me to complain online,,2015-02-22 20:49:02 -0800,,0.382,0.11199999999999999,0.507,-0.8158,"['disappointing', 'experience', 'plane', 'mech', 'delay', 'next', 'one', 'didnt', 'wait', 'sincere', 'apology', 'told', 'complain', 'online']",disappointing experience plane mech delay next one didnt wait sincere apology told complain online,-0.033333333333333326,0.4, delay,,,0.0
507,937, either your staff or whoever you contract with at PVD is failing you big time tonight,,2015-02-22 20:33:41 -0800,"Waltham, MA",0.18,0.0,0.82,-0.5106,"['either', 'staff', 'whoever', 'contract', 'pvd', 'failing', 'big', 'time', 'tonight']",either staff whoever contract pvd failing big time tonight,0.0,0.1, staff,42.3756401,-71.2358004,0.0
508,941, worst flights Ive ever had ground crew ignored our plane made me miss flight and now I have to cover the cost of a hotel DEN,,2015-02-22 20:31:17 -0800,"Vancouver, CA",0.276,0.0,0.7240000000000001,-0.7906,"['worst', 'flight', 'ive', 'ever', 'ground', 'crew', 'ignored', 'plane', 'made', 'miss', 'cover', 'cost', 'hotel', 'den']",worst flight ive ever ground crew ignored plane made miss cover cost hotel den,-1.0,1.0, staff,49.2608724,-123.1139529,0.0
509,944, will do Thanks for the help Cheers,,2015-02-22 20:29:09 -0800,Toronto Area,0.0,0.685,0.315,0.8271,"['thanks', 'help', 'cheer']",thanks help cheer,0.2,0.2, compliment,-33.013441,151.5942043,0.0
510,949, were stuck at OGG looks like flight will be Cancelled Flightled Can you help ,,2015-02-22 20:20:56 -0800,,0.20800000000000002,0.271,0.521,0.29600000000000004,"['stuck', 'ogg', 'look', 'like', 'cancelled', 'flightled', 'help']",stuck ogg look like cancelled flightled help,0.0,0.0, delay cancellation,,,0.0
511,954,  Going on 3 days tomorrow and I still havent received my bag from my flight to Toronto Would love to see some seriousness here,,2015-02-22 20:08:36 -0800,USA / The World,0.047,0.165,0.787,0.6124,"['going', 'day', 'tomorrow', 'still', 'havent', 'received', 'bag', 'toronto', 'would', 'love', 'see', 'seriousness']",going day tomorrow still havent received bag toronto would love see seriousness,0.5,0.6, baggage,32.8548259,-117.2041575,0.0
512,958, you really screwed up dealing mechanical failure from Maui to San Francisco Poor communication bad help in getting connections,,2015-02-22 20:07:07 -0800,"Bay Area, CA",0.445,0.09,0.465,-0.8932,"['really', 'screwed', 'dealing', 'mechanical', 'failure', 'maui', 'san', 'francisco', 'poor', 'communication', 'bad', 'help', 'getting', 'connection']",really screwed dealing mechanical failure maui san francisco poor communication bad help getting connection,-0.30416666666666664,0.44166666666666665, connection,37.7884969,-122.3558473,0.0
513,959, if you dont like delayed bags why do you let it happen so much,,2015-02-22 20:07:01 -0800,,0.134,0.106,0.7609999999999999,-0.1139,"['dont', 'like', 'delayed', 'bag', 'let', 'happen', 'much']",dont like delayed bag let happen much,0.2,0.2, delay baggage,,,0.0
514,960, the delay is due to customer service for 20 people  What about the DISSERVICE you provided for 100  FlightFail Hour20Delay,,2015-02-22 20:04:52 -0800,,0.10800000000000001,0.0,0.892,-0.3182,"['delay', 'due', 'customer', 'service', 'people', 'disservice', 'provided', 'flightfail', 'hourdelay']",delay due customer service people disservice provided flightfail hourdelay,-0.125,0.375, staff delay,,,0.0
515,963, its funny how none of ur tweets back are helpful what I want is to read ya well change that so our customers get better service,,2015-02-22 20:03:37 -0800,,0.0,0.375,0.625,0.875,"['funny', 'none', 'ur', 'tweet', 'back', 'helpful', 'want', 'read', 'ya', 'well', 'change', 'customer', 'get', 'better', 'service']",funny none ur tweet back helpful want read ya well change customer get better service,0.25,0.5, staff,,,0.0
516,966, it was delivered Thank you for making sure it arrived at my doorstep,,2015-02-22 19:57:01 -0800,"Beijing, China",0.0,0.304,0.696,0.5859,"['delivered', 'thank', 'making', 'sure', 'arrived', 'doorstep']",delivered thank making sure arrived doorstep,0.5,0.8888888888888888, compliment,39.906217,116.3912757,0.0
517,967, really needs to get its act together Really disappointed in our change of flight delayed flights etc,,2015-02-22 19:53:41 -0800,"Monkton, Maryland ",0.261,0.0,0.7390000000000001,-0.6478,"['really', 'need', 'get', 'act', 'together', 'really', 'disappointed', 'change', 'delayed', 'flight', 'etc']",really need get act together really disappointed change delayed flight etc,-0.275,0.475, delay,39.5787164,-76.6155252,0.0
518,968,rebooked to OMA  180 miles from my destination Spotty customer service I get staff stressors but come on this is your business,,2015-02-22 19:52:29 -0800,,0.09300000000000001,0.0,0.907,-0.2617,"['rebooked', 'oma', 'mile', 'destination', 'spotty', 'customer', 'service', 'get', 'staff', 'stressor', 'come', 'business']",rebooked oma mile destination spotty customer service get staff stressor come business,0.0,0.0, staff,,,0.0
519,971, I cant find any Late Flight evening flights Are there other airports that would have an overnight flight,,2015-02-22 19:50:31 -0800,"Wilmington, Delaware",0.0,0.0,1.0,0.0,"['cant', 'find', 'late', 'evening', 'flight', 'airport', 'would', 'overnight']",cant find late evening flight airport would overnight,-0.3,0.6, delay,39.7459468,-75.546589,0.0
520,972, Thanks for the vague canned response that doesnt address the issue,,2015-02-22 19:50:25 -0800,"san francisco, ca",0.105,0.218,0.677,0.3612,"['thanks', 'vague', 'canned', 'response', 'doesnt', 'address', 'issue']",thanks vague canned response doesnt address issue,-0.15,0.35, compliment,37.7792808,-122.4192363,0.0
521,975,  Otis in the baggage claim by Bay 8 not at all happy but not nearly as pissed,,2015-02-22 19:48:01 -0800,Chicago,0.09699999999999999,0.221,0.6809999999999999,0.5504,"['otis', 'baggage', 'claim', 'bay', 'happy', 'nearly', 'pissed']",otis baggage claim bay happy nearly pissed,0.45,0.7, baggage refund,41.8755616,-87.6244212,0.0
522,981, WHERE IS MY FUCKING BAG Where the fuck is my fucking bag TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN SAN68059M,,2015-02-22 19:33:42 -0800,"Akron, Ohio",0.132,0.077,0.7909999999999999,-0.3542,"['fucking', 'bag', 'fuck', 'fucking', 'bag', 'tell', 'give', 'number', 'call', 'human', 'sanm']",fucking bag fuck fucking bag tell give number call human sanm,-0.4,0.5750000000000001, baggage,41.083064,-81.518485,0.0
523,982, I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations,,2015-02-22 19:32:47 -0800,"Houston, TX",0.083,0.129,0.7879999999999999,0.2732,"['sincerely', 'thanking', 'pilot', 'braving', 'snow', 'getting', 'home', 'amongst', 'many', 'cancelled', 'flightlations']",sincerely thanking pilot braving snow getting home amongst many cancelled flightlations,0.5,0.5, staff cancellation,29.7589382,-95.3676974,0.0
524,985, Thanks LOL UA6259 will wait for us Per  same tail number as UA5525 ,,2015-02-22 19:28:17 -0800,"CO Springs, Occupied Colorado",0.0,0.436,0.564,0.7739,"['thanks', 'lol', 'wait', 'u', 'per', 'tail', 'number']",thanks lol wait u per tail number,0.5,0.45, compliment delay,,,0.0
525,986, You suck Flight delayed equipment probs again Miss connection by 2 minutes and you wont let us on even though its at the gate,,2015-02-22 19:27:10 -0800,,0.242,0.0,0.758,-0.6597,"['suck', 'delayed', 'equipment', 'probs', 'miss', 'connection', 'minute', 'wont', 'let', 'u', 'even', 'though', 'gate']",suck delayed equipment probs miss connection minute wont let u even though gate,0.0,0.0, delay connection,,,0.0
526,987, 1758 now going in 40 min waiting for other plane to vacate gate findanothergate,,2015-02-22 19:25:13 -0800,"ÜT: 33.987103,-118.399024",0.0,0.0,1.0,0.0,"['going', 'min', 'waiting', 'plane', 'vacate', 'gate', 'findanothergate']",going min waiting plane vacate gate findanothergate,0.0,0.0, delay,,,0.0
527,988, Flight 2 is 230 hrs delayed so far bc of Late Flight crew Now we are literally waiting while they have dinner acc to honest gate agent,,2015-02-22 19:24:01 -0800,Mexico City,0.065,0.113,0.8220000000000001,0.34,"['hr', 'delayed', 'far', 'bc', 'late', 'crew', 'literally', 'waiting', 'dinner', 'acc', 'honest', 'gate', 'agent']",hr delayed far bc late crew literally waiting dinner acc honest gate agent,0.13333333333333333,0.8333333333333334, staff delay,19.4326009,-99.1333416,0.0
528,989, many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac Seriously u cant find an empty gate,,2015-02-22 19:23:08 -0800,"Palo Alto, CA",0.133,0.064,0.8029999999999999,-0.1798,"['many', 'people', 'going', 'miss', 'connection', 'due', 'long', 'wait', 'time', 'sfo', 'tarmac', 'seriously', 'cant', 'find', 'empty', 'gate']",many people going miss connection due long wait time sfo tarmac seriously cant find empty gate,-0.02166666666666666,0.4883333333333333, delay connection,37.4443293,-122.1598465,0.0
529,990, Youre trying to solve problem of your own making Charging for checked luggage forces checking at gate Brilliant,"[0.0, 0.0]",2015-02-22 19:22:30 -0800,Utah,0.11599999999999999,0.24,0.644,0.4404,"['youre', 'trying', 'solve', 'problem', 'making', 'charging', 'checked', 'luggage', 'force', 'checking', 'gate', 'brilliant']",youre trying solve problem making charging checked luggage force checking gate brilliant,0.9,1.0, baggage,39.4225192,-111.7143584,0.0
530,991, weve been waiting 45 min for a gate at SFO Yet so many of them are free  Your excellence in operational efficiency is showing,,2015-02-22 19:21:22 -0800,"New York & Washington, D.C.",0.0,0.331,0.669,0.872,"['weve', 'waiting', 'min', 'gate', 'sfo', 'yet', 'many', 'free', 'excellence', 'operational', 'efficiency', 'showing']",weve waiting min gate sfo yet many free excellence operational efficiency showing,0.45,0.65, delay,14.2756432,120.9655273,0.0
531,992, delayed due to customer service Huh ,,2015-02-22 19:19:42 -0800,"Boulder, Co",0.275,0.0,0.725,-0.2263,"['delayed', 'due', 'customer', 'service', 'huh']",delayed due customer service huh,-0.125,0.375, staff delay,40.0149856,-105.2705456,0.0
532,993, what about the poor customer service at checkin at Kansas KCI Thats it,,2015-02-22 19:18:33 -0800,Ireland,0.205,0.0,0.795,-0.4767,"['poor', 'customer', 'service', 'checkin', 'kansa', 'kci', 'thats']",poor customer service checkin kansa kci thats,-0.4,0.6, staff,52.865196,-7.9794599,0.0
533,994, except all of that delayed the flight anyway,"[0.0, 0.0]",2015-02-22 19:17:58 -0800,Utah,0.213,0.0,0.787,-0.2263,"['except', 'delayed', 'anyway']",except delayed anyway,0.0,0.0, delay,39.4225192,-111.7143584,0.0
534,996, I sent a message Its very irresponsible that my suitcase cannot be found This is truly worst service ever fedup disastrous,,2015-02-22 19:16:19 -0800,,0.385,0.1,0.516,-0.8516,"['sent', 'message', 'irresponsible', 'suitcase', 'cannot', 'found', 'truly', 'worst', 'service', 'ever', 'fedup', 'disastrous']",sent message irresponsible suitcase cannot found truly worst service ever fedup disastrous,-0.85,0.9, baggage,,,0.0
535,997, landed in den on time stuck waiting for gate for 30 min Maybe an update would be a good idea capt,,2015-02-22 19:14:55 -0800,"ÜT: 33.987103,-118.399024",0.087,0.127,0.7859999999999999,0.2263,"['landed', 'den', 'time', 'stuck', 'waiting', 'gate', 'min', 'maybe', 'update', 'would', 'good', 'idea', 'capt']",landed den time stuck waiting gate min maybe update would good idea capt,0.7,0.6000000000000001, delay,,,0.0
536,998, wanted to point out that not one United crew has been sympathetic Questions unanswered MileagePlus is starting to look like a joke,,2015-02-22 19:12:40 -0800,"San Francisco, California",0.085,0.293,0.622,0.6876,"['wanted', 'point', 'one', 'crew', 'sympathetic', 'question', 'unanswered', 'mileageplus', 'starting', 'look', 'like', 'joke']",wanted point one crew sympathetic question unanswered mileageplus starting look like joke,0.13333333333333333,0.43333333333333335, staff loyalty_program,37.7792808,-122.4192363,0.0
537,999, can we get an explanation on why UA978 from So Paulo to Houston has been delayed Now were hearing from crew about Cancelled Flightlations,,2015-02-22 19:09:39 -0800,"San Francisco, California",0.151,0.0,0.8490000000000001,-0.4404,"['get', 'explanation', 'paulo', 'houston', 'delayed', 'hearing', 'crew', 'cancelled', 'flightlations']",get explanation paulo houston delayed hearing crew cancelled flightlations,0.0,0.0, staff delay cancellation,37.7792808,-122.4192363,0.0
538,1000, Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook Asking for a relative,,2015-02-22 19:09:14 -0800,New Jersey,0.095,0.0,0.905,-0.25,"['ewr', 'mco', 'cancelled', 'flightled', 'tomorrow', 'rebook', 'asking', 'relative']",ewr mco cancelled flightled tomorrow rebook asking relative,0.0,0.0, cancellation,40.0757384,-74.4041622,0.0
539,1003, What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow,,2015-02-22 19:02:14 -0800,,0.11900000000000001,0.107,0.774,-0.0516,"['chance', 'ewr', 'pit', 'cancelled', 'flighted', 'tomorrow']",chance ewr pit cancelled flighted tomorrow,0.0,0.0, cancellation,,,0.0
540,1005, wife landed in DC 5hrs ago luggage did not was told it would B deliveredHotel by 8pm Its now 10pm no luggage UA484,,2015-02-22 18:59:15 -0800,,0.095,0.0,0.905,-0.29600000000000004,"['wife', 'landed', 'dc', 'hr', 'ago', 'luggage', 'told', 'would', 'b', 'deliveredhotel', 'luggage']",wife landed dc hr ago luggage told would b deliveredhotel luggage,0.0,0.0, baggage,,,0.0
541,1009, why is it that Sundays when my husband travels to Chicago hes stuck at Tarmac amp misses connecting flight always,,2015-02-22 18:43:59 -0800,,0.17800000000000002,0.0,0.8220000000000001,-0.4404,"['sunday', 'husband', 'travel', 'chicago', 'he', 'stuck', 'tarmac', 'miss', 'connecting', 'always']",sunday husband travel chicago he stuck tarmac miss connecting always,0.0,0.0, delay,,,0.0
